keep_ratio,label,prune_fraction,round,sparse_compression_ratio_mean,sparse_dropped_update_l2_mean,sparse_num_params_sent_mean,sparse_num_params_total_mean,sparse_score_mean_mean,sparse_score_p50_mean,sparse_score_p90_mean,sparse_sent_update_fraction_l2_mean,sparse_sent_update_l2_mean,sparse_threshold_mean
0.5,drop050_keep050,0.5,122,0.5,0.009570670118134452,50885.0,101770.0,2.3197620373564653e-07,8.282011308494503e-08,2.8596207815090693e-07,0.9945103080540839,0.08996737372173924,8.282065351543576e-08
0.5,drop050_keep050,0.5,123,0.5,0.01509684402822247,50885.0,101770.0,3.6399139428506486e-07,1.3136870372540298e-07,4.290742655398819e-07,0.9943976132495287,0.1388438992356828,1.3137011470162797e-07
0.5,drop050_keep050,0.5,124,0.5,0.008444294283763825,50885.0,101770.0,2.1821814938881236e-07,7.356320162697308e-08,2.6120431302625115e-07,0.9949267704640489,0.08488567538213339,7.356462217256252e-08
0.5,drop050_keep050,0.5,125,0.5,0.01006522636587975,50885.0,101770.0,2.4629107874038426e-07,8.759605193907305e-08,3.0377058580941413e-07,0.9942195423700585,0.09465177338534367,8.759810317432803e-08
0.5,drop050_keep050,0.5,126,0.5,0.010312863790752446,50885.0,101770.0,2.567048207840618e-07,8.833646340294845e-08,3.061225917883504e-07,0.9945230961720977,0.09756900766815635,8.833753550781355e-08
0.5,drop050_keep050,0.5,127,0.5,0.007961891647882297,50885.0,101770.0,2.0349849795239605e-07,6.993433700019932e-08,2.46443973307685e-07,0.9951296199169153,0.08099608097167418,6.993552415270596e-08
0.5,drop050_keep050,0.5,128,0.5,0.007842004289558363,50885.0,101770.0,1.8970670858441816e-07,6.772575926269597e-08,2.378062255345283e-07,0.9950410292455341,0.07497264723669515,6.772712740343574e-08
0.5,drop050_keep050,0.5,129,0.5,0.010486252425396834,50885.0,101770.0,2.420670555899522e-07,9.189021397593002e-08,3.1181066655026894e-07,0.9941222680042633,0.09442833103196684,9.189143844896367e-08
0.5,drop050_keep050,0.5,130,0.5,0.01076971542498558,50885.0,101770.0,2.6999483254358927e-07,9.484874921115074e-08,3.222261654530943e-07,0.9947084198207486,0.10551121000684653,9.484985118215496e-08
0.5,drop050_keep050,0.5,131,0.5,0.009051801778916952,50885.0,101770.0,2.285719301918959e-07,7.943797273032191e-08,2.7388009924252883e-07,0.9946074880921066,0.08818389078471925,7.943854726948038e-08
0.5,drop050_keep050,0.5,132,0.5,0.009187594906748014,50885.0,101770.0,2.3198095591705863e-07,7.914696101858933e-08,2.7118325043195753e-07,0.995264685004319,0.09115872738199231,7.9147846422598e-08
0.5,drop050_keep050,0.5,133,0.5,0.010368306923330168,50885.0,101770.0,2.4836013752767654e-07,8.814923858652015e-08,2.947785820411081e-07,0.9943670515913994,0.09351018353995964,8.815070874018295e-08
0.5,drop050_keep050,0.5,134,0.5,0.007428230668790688,50885.0,101770.0,2.0110705157819883e-07,6.63001002057734e-08,2.397065609961646e-07,0.9953739051159863,0.0776389611949229,6.63013776696828e-08
0.5,drop050_keep050,0.5,135,0.5,0.006337202358756033,50885.0,101770.0,1.6720326312836807e-07,5.535955627129861e-08,1.994566482031049e-07,0.9951219960392425,0.06426496732213692,5.536019634241842e-08
0.5,drop050_keep050,0.5,136,0.5,0.007562538128041149,50885.0,101770.0,1.8842963079515838e-07,6.50000481528615e-08,2.2028028101289613e-07,0.9950200305361654,0.07172803535465525,6.500094436741119e-08
0.5,drop050_keep050,0.5,137,0.5,0.008400058822953615,50885.0,101770.0,2.031519967162789e-07,7.218019674209018e-08,2.4168891111891714e-07,0.9946294364773061,0.07751383351584311,7.218116746895054e-08
0.5,drop050_keep050,0.5,138,0.5,0.010134195235321487,50885.0,101770.0,2.48446735840507e-07,8.80420413163019e-08,2.9762616157786445e-07,0.9946710588582827,0.09583042989101519,8.804442893998446e-08
0.5,drop050_keep050,0.5,139,0.5,0.009267776278716859,50885.0,101770.0,2.260357922934232e-07,8.1084638342728e-08,2.7115738633369837e-07,0.9944573063419155,0.08537238589979793,8.108555540632465e-08
0.5,drop050_keep050,0.5,140,0.5,0.007038002493805469,50885.0,101770.0,1.7256694677764557e-07,6.187402132611058e-08,2.1421557847783105e-07,0.9952587254985638,0.06917901247824201,6.187460237651022e-08
0.5,drop050_keep050,0.5,141,0.5,0.011117786445008425,50885.0,101770.0,2.6389634746605453e-07,9.649297965372664e-08,3.286611559327347e-07,0.9941727656031935,0.10437799889487367,9.649404317951725e-08
0.5,drop050_keep050,0.5,142,0.5,0.010386819817332945,50885.0,101770.0,2.6712338937610157e-07,8.922711360385956e-08,3.1089483190688917e-07,0.9948782913860923,0.10005783443479604,8.922745346270476e-08
0.5,drop050_keep050,0.5,143,0.5,0.010208627115088296,50885.0,101770.0,2.519319494882759e-07,8.896083255515938e-08,2.902290025940263e-07,0.9946128868447546,0.0972009091283381,8.896222700110297e-08
